class,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62
B,0.0,0.0,0.0,0.1645045294480686,-0.07436651858154489,-0.0835861971716933,0.28370682199905595,-0.22578499750390998,-0.11380290076855953,0.1913609725385833,-0.35552365320537826,-0.1354077345382451,0.060768109190291214,-0.3870873530933501,-0.15777408641515112,0.23022254086082275,-0.47680696057002786,-0.054413177330420365,0.242305923960601,-0.671803701590296,-0.100871904398192,0.23486360070871465,-0.7927610419174828,-0.14719236822672915,0.22046608641655482,-0.8976248818496707,-0.1829156809549238,0.11951601453380174,-0.5089146907430915,-0.05277784107532271,0.1289719587647443,-0.7191414716694884,-0.09233145062986514,0.12622777757038883,-0.8584201297589966,-0.14004170514397213,0.11514618724977524,-0.9779023553074153,-0.17449452440133847,0.022347823175793344,-0.49350433550215944,-0.060976152595370745,0.0271082492894868,-0.6961900041267625,-0.09935256241546363,0.0306929199867367,-0.8233983988179014,-0.13972801768668774,0.025151158111589248,-0.9356678268380306,-0.16609134414038543,-0.07898829016666357,-0.4384894225328802,-0.0775187610849166,-0.06718304473675542,-0.6024757007582746,-0.11043082677668493,-0.054378860638164564,-0.7041093321014549,-0.1264413162889971,-0.047965121976741174,-0.7970525192653757,-0.13617759631522125
B,0.0,0.0,0.0,0.16327191057214716,-0.07959600300147962,-0.08584985230323919,0.28175874756561,-0.22459263856123132,-0.1179853135518042,0.18581060570947774,-0.35498541573892844,-0.14134027058813553,0.05992805496888787,-0.40811749906305606,-0.16500439191444843,0.22913796511216375,-0.4729820487805183,-0.056369493562467565,0.24190160099118058,-0.6757507079079768,-0.10539812253631392,0.23230038402889844,-0.7971783079812628,-0.15105279913185923,0.21764668532773784,-0.9015006828994665,-0.1845361542691871,0.11713626568460013,-0.5061029215415751,-0.05280956125034888,0.12787183356953072,-0.7205665516651849,-0.09373590819166373,0.12371399016492005,-0.8604635368291593,-0.1408133773440555,0.11286142190057227,-0.9782310518049141,-0.17414450531450193,0.018380943859002914,-0.49323435382621483,-0.05969201068538802,0.025933686855513057,-0.698560162191061,-0.09896578484636229,0.028207501709516837,-0.8251484002594741,-0.13807902320130652,0.02284713393283349,-0.936291390603142,-0.1633132067057431,-0.08500229573024128,-0.44182576900455683,-0.07489813312680658,-0.07030211931930433,-0.607007825928543,-0.10877320346158179,-0.056399802582337746,-0.707017262844696,-0.12430159515673947,-0.04808918271868168,-0.7984629168714935,-0.13291011687227966
B,0.0,0.0,0.0,0.1687442787379391,-0.07754026374281728,-0.08519311471333586,0.2865989187861331,-0.23582938851366989,-0.11282139413994041,0.18317105801839012,-0.3764237802740619,-0.1308411571808629,0.03969666922827151,-0.39041096832937217,-0.14945689195498088,0.22351790360156032,-0.47384305698159485,-0.055594379249435236,0.23816899070080805,-0.6741760820526109,-0.09629825896496119,0.232197155536668,-0.7970469929319458,-0.13685757945498153,0.22106605446984387,-0.9036234898114459,-0.168787136910915,0.11004233643720791,-0.510484404383573,-0.05085558002771884,0.12201308000284591,-0.7246247805071063,-0.08402206345953654,0.12234242453977678,-0.8645308514888308,-0.12610936467113454,0.11466404507029124,-0.9810105711305184,-0.15643022757220756,0.012102434862820387,-0.49846639894653366,-0.05540354083661618,0.017082421973790944,-0.7018787024026735,-0.08716551286001285,0.02399488932455236,-0.8340938806832127,-0.12515211407549925,0.020359307081073207,-0.9451756991857111,-0.15056788318544054,-0.08752986966956418,-0.4458710997856524,-0.06858977739856342,-0.07722947972428124,-0.6117222170159057,-0.09564909436764417,-0.06197478037768675,-0.7142095851497972,-0.10884352384012347,-0.05436338623774647,-0.8030587401882733,-0.11718922139640871
B,0.0,0.0,0.0,0.1734245313727417,-0.08478036257187259,-0.07785153451638867,0.28776515672276476,-0.24358891746856273,-0.10403250828740214,0.18127236468106117,-0.37933682513790035,-0.12318164073848552,0.03786525415615885,-0.3968022326963176,-0.1432058675109678,0.2343724701196125,-0.47495047420919323,-0.042082074642711555,0.24118360958989893,-0.6728259291092205,-0.08230144083472997,0.22987572268213075,-0.7917447932531477,-0.12450871200478354,0.2156006689060493,-0.8944635227115353,-0.15751289890792394,0.12028091386355741,-0.5100458662311158,-0.041156874624674565,0.12786326727540726,-0.7217588629125304,-0.07474858584037684,0.12836796978434384,-0.8605442225728955,-0.11944969530758978,0.12279345461456777,-0.9807179973401208,-0.1520328161845431,0.021540209819577927,-0.49873179010640417,-0.04988881061276616,0.024300881904413287,-0.7011397211053596,-0.08271684513405397,0.029852281286665602,-0.8282133474523945,-0.12218976011328378,0.025976753055882176,-0.9394912012875303,-0.14786712152152684,-0.078802516764613,-0.4494497750898805,-0.06672355689204577,-0.06898318341975915,-0.6183413145956154,-0.09281927654406316,-0.05551085232604429,-0.7193878301670915,-0.10630852248635651,-0.04853391686248402,-0.8102223253338527,-0.1149745397973995
B,0.0,0.0,0.0,0.1738226657772879,-0.08556331538342563,-0.0821452463871312,0.2977553632513521,-0.23602200751864386,-0.11127628523013926,0.19984398347028826,-0.37703408066481586,-0.13198404448432946,0.06409341012398052,-0.4134202451303674,-0.15359445158577592,0.23666487993340246,-0.4700030904579984,-0.052595279061954776,0.24878663516643681,-0.6692894910738987,-0.09778866734587359,0.23837500151584567,-0.7895470180878406,-0.14227813434097158,0.2251746063460264,-0.8953326670984681,-0.17644746450896934,0.12328059947772028,-0.5074726959283027,-0.04971291436833806,0.13381847297429053,-0.7198907234757764,-0.08845850367335725,0.13163332807878947,-0.859000820597965,-0.1354677135226152,0.1236662852711404,-0.9777368797590252,-0.16952062955971517,0.02411388163093583,-0.49902742909561726,-0.056238412983982654,0.03028504260283297,-0.7031553772720733,-0.09327788159653186,0.03589659674070865,-0.8316487127612782,-0.1327423190401691,0.03269885012762802,-0.9422999146723009,-0.15860904940499762,-0.07860449684903248,-0.45220929704455176,-0.07080943657103075,-0.0664151501100973,-0.6208988680554693,-0.10186053193050425,-0.051375428146346123,-0.7240839385834924,-0.11658059455271717,-0.041621776153824286,-0.8156451528683271,-0.12542851565923868
B,0.0,0.0,0.0,0.17402383656197148,-0.08436541911182054,-0.07912537465043133,0.2950051528419227,-0.23617779199527905,-0.10457263006738918,0.19770233356851685,-0.3680628334858307,-0.12246091784293801,0.06426648342567413,-0.3996786564044848,-0.14110897445784676,0.23587318954901126,-0.4779416994484434,-0.041562833811584765,0.24730967949452876,-0.6776226459604686,-0.08227509279283303,0.2385206056140065,-0.7980301784815282,-0.12444335520721107,0.22531431368584895,-0.9035922023610551,-0.15690137107457636,0.12403380727111431,-0.5122691211401941,-0.040100731814743475,0.1340387815375939,-0.7241788038525495,-0.07302585181761939,0.1317361183046863,-0.8633018210252809,-0.11726205816462928,0.12240626891515316,-0.9811142488013316,-0.14977161322917676,0.023819023356914763,-0.5027650615429571,-0.04872950576245679,0.029983651825867555,-0.707174150304345,-0.08151678374814986,0.034501004549676126,-0.833526159779802,-0.11963848325417827,0.030037507391462426,-0.9427916224321312,-0.14451290196912156,-0.08205392472433956,-0.4554281427227764,-0.06556105902948851,-0.07095026796511943,-0.6279181090764745,-0.09247672311822373,-0.05629687312881364,-0.7307906844558512,-0.10519719296507755,-0.04682644913123584,-0.8220452727730415,-0.11293256050620551
B,0.0,0.0,0.0,0.1766937439779047,-0.08704508004705476,-0.08071139809599333,0.30070686694677184,-0.23683486288639974,-0.10884623298890517,0.20912341440582355,-0.37463399702169425,-0.12899513429851234,0.08085958019132791,-0.4218729853021959,-0.1497131306643907,0.23479426896518385,-0.4791896113655708,-0.04878396032549534,0.2500792702701546,-0.6810934527316185,-0.09406693898385733,0.24294626966116822,-0.801068453849628,-0.13787355550123745,0.2320263002340048,-0.9079303009809305,-0.17088964525931077,0.12363673599023386,-0.5141997177068137,-0.04613446283377967,0.13909654607009447,-0.7260645271694699,-0.08234604610799548,0.1385787753986681,-0.862058462178403,-0.12690948013668057,0.13127732803627445,-0.9784211564372449,-0.15955658488342242,0.024389200862386332,-0.5037998680051625,-0.05335644915958906,0.03241655487593944,-0.7051450260077883,-0.0875810844235421,0.0397228471623852,-0.8310443415303524,-0.12420677106432453,0.037875854448746096,-0.9407350859831861,-0.1489953722945916,-0.08166501211101929,-0.4548465596282464,-0.06877991619173057,-0.06779639254257232,-0.6214085397020493,-0.09773072927840679,-0.05154098720700491,-0.7226230650564223,-0.11050642696409112,-0.042125831614972756,-0.8123513521330578,-0.11817136597695918
B,0.0,0.0,0.0,0.18021006988132,-0.07853358994538659,-0.0823229239774013,0.30361881981871036,-0.22662869212096737,-0.11097960298633387,0.2022168671523448,-0.3700945128976749,-0.13065893505470877,0.05904541959532945,-0.4063699956360597,-0.15097067465274155,0.2466628521925461,-0.47090540795071756,-0.05013963533228631,0.2625875440297737,-0.6717978719504619,-0.0906426226055322,0.2561299230738773,-0.7985717916281737,-0.13169559705196238,0.24365701975675422,-0.9118516208083145,-0.1642611055077075,0.1336071566415308,-0.5108179750675829,-0.04670867563926638,0.1500967797779936,-0.7245787540995855,-0.07823012382900904,0.1525447149221893,-0.8613264946661068,-0.12029131022393864,0.14757629386929277,-0.977415304553971,-0.15126321400615644,0.030791468925549497,-0.5031022716025394,-0.05265437470796063,0.03711599640833367,-0.7052362379505674,-0.08393363008200096,0.0456477954882363,-0.8354402412105262,-0.12219713691154213,0.04411890368498776,-0.9468140552921447,-0.1480301203199852,-0.0801255868457393,-0.4569068283766952,-0.06674319997195498,-0.0687124070223434,-0.6227157724753952,-0.09452885530280448,-0.05337058320383042,-0.7256020012394133,-0.10837282487677602,-0.04412186801677848,-0.8169775789313237,-0.11670999547745307
B,0.0,0.0,0.0,0.18187003924995573,-0.07829197984215588,-0.08029639733447343,0.3037240942914592,-0.2320306393937638,-0.10677688199573315,0.20291739322809682,-0.3733635770925094,-0.12456957750215092,0.06545915613611693,-0.4044081626474791,-0.14363368193759418,0.2437539841720538,-0.46568035244787964,-0.05231282261807048,0.26090878085306557,-0.6654305221113647,-0.09533657204727396,0.25659188823225254,-0.7923061802863421,-0.13723595673378622,0.24526732610523852,-0.9044274336700077,-0.16981132593288034,0.13116790353303498,-0.5035111845485412,-0.050138786285214454,0.14735954554620717,-0.7189099516359987,-0.0847172108631492,0.1492988324202351,-0.858457019096235,-0.12762956032350836,0.14292887311242922,-0.9769484329898513,-0.1585657482228903,0.02874268211521922,-0.4950207558351867,-0.05698585875434921,0.034439469346583866,-0.6996107424941902,-0.0899688069109935,0.04354668323525948,-0.8333778256361282,-0.12835748453364207,0.04265817456319356,-0.9486319473181565,-0.15395971554466092,-0.08215445741861634,-0.4486188129610487,-0.07171115839788182,-0.07096952958019238,-0.6174684075048066,-0.10068419181879204,-0.05399063387439658,-0.7233943450424763,-0.11481795086862678,-0.04417684835321927,-0.817170841959404,-0.12321586432070993
B,0.0,0.0,0.0,0.1785237869297022,-0.08250409337582515,-0.07754093878053057,0.3032376967699936,-0.24004566973746397,-0.10234194352180781,0.20298000466247607,-0.38673191530146955,-0.1186888099949245,0.05988727894472083,-0.4251091360013259,-0.1359508344631004,0.2510436169795236,-0.46373094314504426,-0.0477124863535788,0.26751028050762926,-0.6662360820639908,-0.0890910065531241,0.2613181687223641,-0.7937374583687762,-0.13033937534442838,0.2501215897858162,-0.9074389621569741,-0.16301211521070855,0.13939389922359982,-0.5032488931791924,-0.046197736420216656,0.15567350821630044,-0.7180989742162341,-0.0786244268992244,0.15823463869295445,-0.856643645849095,-0.1214377659750011,0.15323967593428156,-0.976272857308999,-0.1529997052326543,0.037333911389814706,-0.49709995560290987,-0.0536220099230678,0.042834983054957844,-0.7014627988348276,-0.08520028485551905,0.05259043318440938,-0.834925906514651,-0.12447224553678954,0.05197219266725578,-0.9512116445423894,-0.15146832261222506,-0.07248792966824284,-0.45358732957698733,-0.06868786247974892,-0.061782343609493334,-0.6186670014943303,-0.09725928631084385,-0.044533589902275204,-0.7229479838820112,-0.11211486681985376,-0.03416267979606122,-0.8164132708114529,-0.12135122797473634
B,0.0,0.0,0.0,0.1782797065807972,-0.0802682598440717,-0.08538583346610293,0.303422362226492,-0.2275846727090849,-0.11472966384357057,0.21594561394758982,-0.37257228408874227,-0.13466596789894797,0.08602441601123403,-0.4207076483261455,-0.1550352549183781,0.2514970273337721,-0.46365580141428614,-0.05184670266136917,0.26902247295393245,-0.6646704337582839,-0.09598658776856463,0.26116954710732976,-0.789298074738357,-0.14009844095927285,0.24717795346574983,-0.8990454831822906,-0.17358598319083612,0.1389159020557669,-0.5023599185590162,-0.04612222678892636,0.15654355276301601,-0.7158681128679261,-0.08160846170862651,0.15727807608158978,-0.8559866920774447,-0.12623988056963725,0.15061787956158637,-0.9757761543005268,-0.15866679253973182,0.03629406665486539,-0.49615863499922164,-0.05045134000916053,0.047838393823782105,-0.7004010595229633,-0.08377802221466686,0.05812868881248012,-0.8308026314679532,-0.12279222626084964,0.05833143259936818,-0.9428306171590165,-0.14891186234022116,-0.07503136005563163,-0.4530479839020633,-0.06328451359729285,-0.058615930356610356,-0.6198033094648332,-0.09229468779247833,-0.04097959423682209,-0.7244223857770663,-0.10746214490142451,-0.02956544726282379,-0.8183814816052571,-0.11650267467129662
B,0.0,0.0,0.0,0.17893377742009225,-0.08667451181539476,-0.0740950673357294,0.298815817625307,-0.24777263615643622,-0.09514821731717603,0.20426832020751665,-0.3934380524299599,-0.10890552608588389,0.0667717718860195,-0.43004853456031794,-0.1237502395514592,0.24504599953504425,-0.47357115145622575,-0.039183295207607605,0.2628618180681972,-0.6762647211833723,-0.07744660717282219,0.2589412235756959,-0.802133369212176,-0.11695596186211439,0.24823506734765283,-0.9144351367268796,-0.14841828025275908,0.13470253558800885,-0.5107669571704253,-0.03860567795828699,0.15140731283109968,-0.7228379219103492,-0.06941473433339365,0.15276751282401274,-0.8605986582040117,-0.11121282564541979,0.14512262449944255,-0.9791237700939872,-0.14232380930585953,0.03294139785903579,-0.5023765352959211,-0.0472553355584775,0.04170509770814355,-0.7046120701487253,-0.07710139405826484,0.051676148858838075,-0.8359231539880183,-0.11474981593065939,0.05028389664871377,-0.9507923194373307,-0.14088110169160845,-0.07835233509236902,-0.4569727037375358,-0.06358694345688756,-0.06294165972918626,-0.6257060036100531,-0.08981111419179647,-0.0451226206383231,-0.7308841530695692,-0.10335886305949905,-0.03496769097836412,-0.8255260179402654,-0.1123897094486686
B,0.0,0.0,0.0,0.18568200479325678,-0.08117229838159427,-0.07833579770126571,0.3079789145188431,-0.23276169708311464,-0.10508633927627312,0.20877473410025132,-0.380201378433792,-0.12382899874759443,0.07403437480424456,-0.42774043733796596,-0.14389957093923111,0.2672384815065481,-0.45488161213761297,-0.05020230521346041,0.29002158715534154,-0.6520156794265316,-0.0956389764458291,0.28632215468804884,-0.779805610644894,-0.14000800970551971,0.27474579920272035,-0.8938148074375734,-0.17392765370681404,0.15443261404033598,-0.49730829022977013,-0.049412118735743756,0.1757111092245831,-0.7112149414233369,-0.08558065601834461,0.17794553179752914,-0.8511345272938575,-0.12945757299216393,0.17163689696092074,-0.971894987696457,-0.1611238917483369,0.05012249450247981,-0.49372216819400877,-0.05781107957048419,0.062229550429244114,-0.6967131598154582,-0.09250783856128177,0.07207720902345643,-0.8296390209849163,-0.13020598416836746,0.0713104891836306,-0.9455569652612196,-0.15521462866219213,-0.06495079601184475,-0.45150035705168456,-0.07392936965410331,-0.05011056153065964,-0.6176251714453731,-0.10452791183560249,-0.03274608110342717,-0.7225404404966405,-0.11806015928337768,-0.02311374400958051,-0.8167399536541585,-0.1255265167897734
B,0.0,0.0,0.0,0.18170399157551095,-0.07253898719530451,-0.0849335208505566,0.31472284471518286,-0.20687013676418914,-0.11810260876574959,0.22557163070531114,-0.3536810167994021,-0.1422024117898807,0.10657056310736533,-0.4197636741524909,-0.16676143210807684,0.2856553112993126,-0.4424149717700587,-0.062245560417901115,0.30846957877731457,-0.6458921365593189,-0.11445203796218832,0.3038640591670594,-0.7763831196688735,-0.16159310991779757,0.2940363713897601,-0.891673651011462,-0.196337273706011,0.17561131795369386,-0.48623484387180055,-0.05951309999187231,0.19757237120879917,-0.7049153242883064,-0.10210460568287612,0.20105828355506328,-0.844046627896254,-0.14829535558719584,0.20089736702841435,-0.9628893186172326,-0.18023431419652583,0.07258810510085316,-0.48464296983718774,-0.06650108117918496,0.08897689677851868,-0.6956417124224437,-0.10794050451132998,0.09669878268878146,-0.8299780493608911,-0.14744319504874162,0.0983192953261894,-0.9471463004150477,-0.17216753575420518,-0.042452297765624605,-0.4447381568428401,-0.08123293380791562,-0.02613796645522644,-0.6121299796539308,-0.11892221315668668,-0.009839305323716178,-0.7170219964269033,-0.13584246705660047,0.0005750955651861502,-0.8125582679826007,-0.14367300404341105
B,0.0,0.0,0.0,0.18202931237008382,-0.0812705290797284,-0.07831898772163334,0.3145987219162064,-0.23015580099370073,-0.10618641741029831,0.2331744981203544,-0.3887540645073841,-0.12565326931016804,0.111872068799519,-0.45616270208423215,-0.1457685877805724,0.285359963448516,-0.43896754302804347,-0.05157882678378396,0.3110001862859065,-0.6435319948179328,-0.0979556111907777,0.3053156253697532,-0.7723016937113258,-0.14317012619790834,0.29431016195572235,-0.8853724526817838,-0.17736943789747417,0.17424897287716556,-0.48350021189828474,-0.04926213549800214,0.1948628211664049,-0.6994480403302745,-0.08750615904428555,0.19800552442036334,-0.8415076162914352,-0.13438523793322718,0.1958496184128136,-0.9660082675991105,-0.16873338110083844,0.07130352320023146,-0.4844474600859419,-0.05583360616233026,0.08491675937437629,-0.6906381391615658,-0.09155546954087318,0.09736860367689253,-0.8222897211612976,-0.13065500608086528,0.10063166897144148,-0.9387424605501113,-0.15713247123822724,-0.042673487982348594,-0.45017343121135683,-0.06989994834646972,-0.02357070312077217,-0.6183731129638833,-0.10135831065363192,-0.002688853689505553,-0.7226080870320595,-0.11662654498196287,0.011046780926628924,-0.8176391698503064,-0.12548521260522955
B,0.0,0.0,0.0,0.1879359174662204,-0.06997229077391569,-0.08266179693627479,0.3179071045706189,-0.21074596684351615,-0.11235728011124178,0.2291783390108723,-0.3612680996303091,-0.13332382814885052,0.10110145848371972,-0.4247891943033397,-0.15502662939459272,0.2909152482102092,-0.43339854043769704,-0.05548814642537862,0.3131566925797221,-0.6425147149486418,-0.1047579527203715,0.3066792239312891,-0.7755642061401021,-0.1505822506583518,0.29335960131484234,-0.8914656614460407,-0.18448395472098925,0.17667773954865448,-0.4781982649203439,-0.05267346918577347,0.1986934636054042,-0.6978919906702502,-0.09343482710880069,0.20273563479325252,-0.8421980387071937,-0.14112543319370113,0.19976583073766002,-0.9641258015312255,-0.17480003344240133,0.06963052405964276,-0.4812553832722554,-0.059724926618022756,0.08576130926372216,-0.6928165816762814,-0.10022694445101896,0.09582783150335704,-0.8279263436868385,-0.14259148327115578,0.09609905363251182,-0.9439634100573544,-0.169210884345795,-0.046552271101208374,-0.4499947410266369,-0.07431006850286057,-0.026986993144161423,-0.6225244925097658,-0.11109258535365144,-0.008917685224303277,-0.7294316809102506,-0.12990697154216252,0.001423636682875886,-0.8248877838153226,-0.13966829901270159
B,0.0,0.0,0.0,0.19092037367776615,-0.07119650660231513,-0.07814020745873206,0.31769293837974455,-0.2125174753945686,-0.10501522015932341,0.23503591090135006,-0.35993503700210594,-0.12404311005503323,0.12458782219219644,-0.4314179162475764,-0.14486001477373336,0.28377855622034037,-0.4331215527168574,-0.057634076718822785,0.3085724750587349,-0.6403646055394913,-0.10877502624433438,0.30332545441814524,-0.7740267906722992,-0.15424876995533046,0.29011076072399283,-0.8918506033361638,-0.1870071471739896,0.17395902738716337,-0.47240884717684234,-0.05585406368296105,0.19610147245893145,-0.6939992817245559,-0.09893061568900301,0.19724101097269509,-0.8405077505688218,-0.14571229625823778,0.19315857241427042,-0.964983494369697,-0.17747287538362053,0.0697521777538364,-0.47169920453680364,-0.06319509303043884,0.0836233947702971,-0.6862362247321027,-0.10534902678097001,0.08995773303089855,-0.8221215038482759,-0.14476311132492448,0.0897842249000456,-0.9392416259309596,-0.16814223700313438,-0.04772299025486131,-0.4381407105758933,-0.07746519625549067,-0.027532932791428738,-0.6125104300242407,-0.11641919647625422,-0.008474945692438281,-0.7197710227605794,-0.13414140961154633,0.004672253900327334,-0.8167642016643221,-0.1416617236753015
B,0.0,0.0,0.0,0.18458962067731965,-0.07251199099157198,-0.08028412778824276,0.31472113157674325,-0.21625945626761195,-0.1077071335323031,0.23503900242332387,-0.3739132985798277,-0.12742796526838382,0.10868276226567994,-0.43862819659689256,-0.14822109454084365,0.2940903787883637,-0.4393446844067189,-0.04473249117907323,0.3169714315442814,-0.6386101063146156,-0.0922532206086936,0.3071238091021643,-0.7662855592273874,-0.14063366266454547,0.29114977941267045,-0.8766350341934483,-0.1772069547085717,0.1838018422184993,-0.4912307909666323,-0.0431636282519238,0.20689229027154057,-0.7049192512624797,-0.08092618429940893,0.2062649997101415,-0.8461211255547012,-0.12999570167947028,0.19841608951352416,-0.9660236594022008,-0.16561806935640147,0.07874337567812671,-0.4965911315070017,-0.05182591425135614,0.09835569062373525,-0.704707393807934,-0.08948761627386878,0.10519690693724155,-0.8359971819000784,-0.13217510270487703,0.10106842852163932,-0.9498153330507464,-0.16004956459761957,-0.039532399568977555,-0.46334187788856585,-0.06825753799617391,-0.018280175864014744,-0.6309999134716939,-0.10122202772026187,-0.0012527904628548228,-0.7318478669878102,-0.11818866358389112,0.006551017486439793,-0.8225530189617756,-0.12784538488861186
B,0.0,0.0,0.0,0.1816465779265288,-0.0764757016448872,-0.0757345169968669,0.30769285873430274,-0.23002037029695702,-0.09824418485679225,0.2115639245402984,-0.3817212132671651,-0.11306979843234848,0.0760648356332345,-0.43296744126422565,-0.12956525993076373,0.27241334518980376,-0.44134749866256273,-0.04359471659904431,0.29720651097806267,-0.6375586562384057,-0.0866751348972829,0.29282054038559735,-0.7678605819143585,-0.12917157708254143,0.2811579746359926,-0.8836247297095134,-0.16254242789734621,0.1630866082141,-0.4850977309788155,-0.04441487975561443,0.1849908493384365,-0.6970725215307666,-0.08182615383761066,0.18534635524894666,-0.8426574615770024,-0.12905785372226186,0.1811478270460203,-0.9698761072697708,-0.1628674347552054,0.05928590860157635,-0.4853748148013202,-0.05445555603231354,0.07619062828885013,-0.6926175349677878,-0.09444846230278828,0.08377615207590683,-0.8299624894376153,-0.13771563240588552,0.08423557858569584,-0.9505889766791819,-0.16536624636248382,-0.05770131778432797,-0.4503094887515181,-0.07125209120258996,-0.040203729378267494,-0.61903472442191,-0.10873940751153943,-0.023208744961085728,-0.7244250578905783,-0.12717944922594548,-0.01066857711680759,-0.8201347965592474,-0.1372644079172228
B,0.0,0.0,0.0,0.1750173769647291,-0.06675380672465452,-0.08339435231211066,0.30352691297426193,-0.21337522968483266,-0.11418294613586545,0.21946056798199517,-0.3731338342543949,-0.13621782263687726,0.10337135465827782,-0.4482873325901878,-0.1588921379851269,0.27790765592857436,-0.42913865247527305,-0.0615070909492378,0.2917256071917613,-0.6389698013000017,-0.11521957460703874,0.2813962853392606,-0.7762263451787516,-0.1637572722934606,0.2649561908470958,-0.8972177415968676,-0.19927064610477965,0.16463661358167345,-0.4674751380562931,-0.06146519445769034,0.17893770278327956,-0.6895171199485305,-0.10727712115480707,0.17416131657206418,-0.8372711731338004,-0.15886888045572234,0.1674220177929248,-0.966394398583016,-0.1950685375592807,0.06025315540241033,-0.46759440450018547,-0.07088232421401551,0.07431800309843893,-0.6798670210668427,-0.1178610084099747,0.0763857464023491,-0.8171294652547765,-0.16215682774846132,0.07235921501848813,-0.9370907135170244,-0.18893273156900137,-0.05712954317735454,-0.43656937583547945,-0.08757434185873933,-0.03852455077568807,-0.6093078586258913,-0.13071173144059337,-0.021631106313799636,-0.7160656470484077,-0.1516933597888592,-0.010453400199028583,-0.8115576829948357,-0.1619013099900645
B,0.0,0.0,0.0,0.17518014471775276,-0.06607102960770554,-0.08846954641572374,0.29991050019291554,-0.21404377892929266,-0.11843517388579965,0.21391700973117678,-0.3736015381220552,-0.13723890658660926,0.10476884466940645,-0.44952809990035375,-0.1560924752137107,0.27147835631088796,-0.4483287167057137,-0.06251360320224536,0.2847725172948722,-0.6594223347661168,-0.11098520033399277,0.27302970439297974,-0.7944522581532404,-0.15525053935942199,0.2555571985746202,-0.9110268422596474,-0.1879035278216702,0.15834869939718238,-0.4863477955097519,-0.05443092166248454,0.17101485470594763,-0.705498243125747,-0.09581502412897532,0.16495260736190287,-0.8505076049818932,-0.14253644479540722,0.15653190325616326,-0.9721470021815868,-0.17443614709215752,0.054273821611770634,-0.4836015303565309,-0.05613805800963892,0.06441925100461321,-0.6960575451197202,-0.09769336545600382,0.06631620833685284,-0.8291943474601841,-0.13850528163391213,0.06396095802280682,-0.9442829721133378,-0.1632602885296706,-0.0605046937473471,-0.44410193160864375,-0.06557873096529351,-0.04660628915554145,-0.6149917348562873,-0.1055367085819777,-0.03250765335966572,-0.7187574194755629,-0.1254867033737453,-0.021580480578441977,-0.813120539912635,-0.1345946751782133
B,0.0,0.0,0.0,0.173521682290799,-0.07285355510896742,-0.09440288355151073,0.3038819066251896,-0.22319202349381853,-0.12606295618931887,0.23209488276046944,-0.38372156166362953,-0.1474011162250272,0.12803362142705582,-0.4641206766243789,-0.16855437195396525,0.2629439901592276,-0.45603864835394403,-0.05952627381539301,0.2776479146395207,-0.655530091916747,-0.11212875379366201,0.2663159629765984,-0.7873516493604127,-0.1610738975030817,0.24896801557580167,-0.9025822060472979,-0.19702771923794385,0.15187443809181725,-0.49503006522924153,-0.05115082148391097,0.16738569606866732,-0.7064945916887728,-0.09755705190669228,0.16113509548502386,-0.8493362856761182,-0.1472506705773442,0.1525125953002745,-0.9715333823565291,-0.18128098422519842,0.050565637218541126,-0.4934625822921392,-0.054219315031934515,0.062115493431044215,-0.697246287939322,-0.09945319324121349,0.06131593815462976,-0.8331134349418182,-0.14089340543071696,0.05406206155819214,-0.951122760774617,-0.16664012909977413,-0.06173676274145791,-0.4556329226650396,-0.06619467491682024,-0.048873188024002034,-0.6254017281226653,-0.10635817948894244,-0.03984656354861288,-0.7303304325803548,-0.12567793429226437,-0.035990682491346355,-0.8264477290508632,-0.1354622489180068
B,0.0,0.0,0.0,0.16479609454101843,-0.07116555526269522,-0.10702329321655457,0.2867519335778803,-0.21887234558377597,-0.14551905567500828,0.22048155747868228,-0.36996572917244386,-0.1711721378369158,0.12478749600176553,-0.4595634173403116,-0.19574018800108534,0.25780679604470286,-0.4523582052546525,-0.07604302787876407,0.26890104217375893,-0.6569704338813642,-0.1314174591273217,0.25489794653262404,-0.7917438541499542,-0.18090316588025548,0.2369831874853042,-0.90627019769586,-0.2163875574749133,0.14766865352694064,-0.48253802149811614,-0.06275289357341089,0.15691533279771466,-0.6995414344293027,-0.11275611059215832,0.1491145204782709,-0.8470832141938103,-0.16422353066393666,0.14386117708546983,-0.9694227185693107,-0.19880531796023534,0.046960063100045996,-0.47506401393568637,-0.061634183168046544,0.054839905884454816,-0.6864586186865218,-0.1120738410475944,0.05391393992793831,-0.8268045482591125,-0.15702411950630188,0.05232563434789194,-0.9444037754798444,-0.18391347419782908,-0.06367925662504556,-0.4347668623034215,-0.07003986428325441,-0.05303799979626524,-0.6084499785777058,-0.11701124924406076,-0.04406350466318701,-0.7182001481370095,-0.14120062372921666,-0.03756847549852571,-0.8160988494378244,-0.1533386348581347
